person1_id,person2_id,interaction_type,infection_probability
29988,4547,shared_space,0.12
48456,3395,shared_space,0.12
15568,29242,close_contact,0.07
10669,14151,close_contact,0.1
44471,16369,shared_space,0.09
13056,33585,close_contact,0.06
348,2070,shared_space,0.23
33369,3989,shared_space,0.22
47546,24725,shared_space,0.11
30064,34947,shared_space,0.13
37983,19554,shared_space,0.15
40137,5271,close_contact,0.16
6050,166,close_contact,0.25
280,31946,shared_space,0.2
27422,17296,shared_space,0.1
32979,20556,close_contact,0.08
2951,35057,close_contact,0.08
43116,21644,close_contact,0.14
29363,38043,shared_space,0.22
27783,42064,close_contact,0.16
43610,22837,shared_space,0.08
45122,25201,shared_space,0.05
26814,42049,close_contact,0.17
44647,44392,shared_space,0.06
42839,15203,close_contact,0.12
8675,36270,shared_space,0.22
17944,33559,close_contact,0.19
40555,9862,shared_space,0.21
47851,32299,close_contact,0.22
41110,10548,close_contact,0.06
45677,33933,shared_space,0.22
46900,33014,shared_space,0.22
49762,1625,close_contact,0.05
30236,33147,close_contact,0.18
42098,22191,shared_space,0.17
44991,45004,close_contact,0.21
33491,7548,close_contact,0.21
37192,12518,close_contact,0.1
48104,20999,close_contact,0.24
40015,15049,shared_space,0.09
42131,33431,close_contact,0.09
9018,34632,shared_space,0.13
16371,33677,close_contact,0.18
29346,1346,close_contact,0.18
40967,35232,close_contact,0.1
42808,13148,close_contact,0.25
45661,26865,close_contact,0.16
44745,13532,close_contact,0.06
49611,28604,close_contact,0.14
38482,35535,close_contact,0.21
5001,34833,close_contact,0.21
3949,20353,shared_space,0.06
29461,32257,close_contact,0.2
19128,33872,shared_space,0.25
13419,9008,shared_space,0.24
40228,33270,close_contact,0.13
5171,13487,shared_space,0.1
30516,16925,close_contact,0.07
47726,36179,shared_space,0.24
35046,2474,close_contact,0.1
11461,25120,close_contact,0.16
44397,9352,close_contact,0.24
47511,2403,close_contact,0.19
26973,24648,close_contact,0.17
46974,18727,close_contact,0.15
39660,31919,close_contact,0.09
2139,20712,close_contact,0.22
46782,26532,close_contact,0.2
40151,8818,close_contact,0.07
29178,15801,close_contact,0.24
32155,33227,close_contact,0.11
40111,49578,close_contact,0.23
9021,44217,shared_space,0.15
4616,7807,shared_space,0.21
9620,27570,shared_space,0.15
6175,30491,shared_space,0.18
38174,10708,close_contact,0.12
46048,12677,shared_space,0.13
34410,36867,close_contact,0.11
3584,43323,shared_space,0.07
4903,29993,close_contact,0.17
17284,36899,shared_space,0.11
16292,24840,close_contact,0.11
33675,40256,shared_space,0.16
21924,29064,close_contact,0.1
26634,2447,shared_space,0.17
4213,6331,shared_space,0.08
26707,47501,shared_space,0.1
23107,34611,shared_space,0.15
13074,49581,close_contact,0.11
28888,17684,shared_space,0.06
48652,26978,close_contact,0.07
43954,19292,close_contact,0.15
47346,31972,close_contact,0.25
16856,9925,shared_space,0.16
42782,43940,shared_space,0.1
10150,32419,shared_space,0.14
35560,43026,shared_space,0.19
6208,1836,shared_space,0.2
27794,44714,close_contact,0.12
45205,45442,close_contact,0.07
42307,8183,close_contact,0.19
41016,19932,close_contact,0.21
25603,21688,close_contact,0.14
46377,10076,close_contact,0.06
35762,40030,close_contact,0.21
16268,17432,close_contact,0.08
17442,16253,shared_space,0.22
34135,22042,close_contact,0.07
33126,46989,close_contact,0.14
40241,27622,shared_space,0.16
7632,45636,close_contact,0.24
42026,634,shared_space,0.24
11746,10116,close_contact,0.19
22312,24660,shared_space,0.11
31584,19284,close_contact,0.21
36203,18548,close_contact,0.11
23442,25254,close_contact,0.09
21874,8833,shared_space,0.18
3121,2349,shared_space,0.23
44684,37861,shared_space,0.07
15559,49488,close_contact,0.24
13452,49587,close_contact,0.11
26376,45068,close_contact,0.07
29927,30834,shared_space,0.23
1897,10763,close_contact,0.16
21809,32137,shared_space,0.13
6151,2297,close_contact,0.24
48790,21910,close_contact,0.13
25805,15962,shared_space,0.14
21783,48018,close_contact,0.08
6170,12791,close_contact,0.22
13034,40245,shared_space,0.16
4976,33913,close_contact,0.17
33247,47109,close_contact,0.09
29464,7593,shared_space,0.06
25185,7050,close_contact,0.16
25433,13679,shared_space,0.19
33082,31409,shared_space,0.17
20360,45954,shared_space,0.08
36070,28720,close_contact,0.07
32044,9749,shared_space,0.06
697,24855,shared_space,0.18
20108,48504,shared_space,0.08
15042,3742,shared_space,0.21
16956,1756,close_contact,0.15
9865,23480,close_contact,0.24
1685,11482,close_contact,0.12
26031,8102,close_contact,0.08
2320,14014,close_contact,0.08
3856,12547,close_contact,0.21
28877,32948,close_contact,0.17
12282,5835,shared_space,0.15
3999,28998,close_contact,0.06
6359,32192,close_contact,0.11
45687,25026,shared_space,0.19
49136,18883,close_contact,0.25
29877,8851,close_contact,0.13
26529,704,close_contact,0.23
35327,44313,close_contact,0.06
31887,34978,shared_space,0.09
36154,16165,close_contact,0.16
5813,29946,shared_space,0.24
9969,18130,close_contact,0.06
11791,16830,close_contact,0.13
10034,12156,close_contact,0.19
22062,23637,shared_space,0.14
39703,1151,shared_space,0.11
18342,13798,shared_space,0.12
23987,47571,shared_space,0.12
31437,3541,close_contact,0.23
919,34851,close_contact,0.17
41933,18615,shared_space,0.22
9870,37609,shared_space,0.25
22667,17706,close_contact,0.15
47453,38552,close_contact,0.06
20549,13113,shared_space,0.19
14554,36100,close_contact,0.08
9737,31480,close_contact,0.17
24537,44433,shared_space,0.22
36226,19816,shared_space,0.11
23014,9504,shared_space,0.21
727,26284,close_contact,0.09
25803,43897,close_contact,0.24
20623,22233,close_contact,0.11
4564,11851,close_contact,0.06
5988,18134,close_contact,0.07
7014,42759,shared_space,0.07
687,13096,shared_space,0.07
38801,35195,shared_space,0.1
44887,13202,close_contact,0.1
26187,8045,shared_space,0.06
202,3919,close_contact,0.2
43745,1676,shared_space,0.16
35770,24924,close_contact,0.19
31389,21691,shared_space,0.07
4105,19748,close_contact,0.23
32719,39410,close_contact,0.11
20913,45185,shared_space,0.25
33,27914,shared_space,0.22
39522,27307,close_contact,0.07
43256,37709,shared_space,0.14
12912,33650,close_contact,0.11
1348,10358,shared_space,0.16
11526,41872,shared_space,0.14
37977,33023,close_contact,0.13
37967,45510,shared_space,0.1
7210,10218,close_contact,0.11
14633,28745,close_contact,0.18
20293,20447,shared_space,0.09
1946,37129,close_contact,0.07
6941,16966,close_contact,0.23
1135,7624,shared_space,0.21
24534,33025,close_contact,0.06
8838,13232,shared_space,0.13
25473,6141,close_contact,0.05
38965,40222,shared_space,0.15
35512,43712,shared_space,0.19
31661,18595,close_contact,0.1
34802,3709,close_contact,0.14
3883,32975,shared_space,0.07
6282,14975,close_contact,0.24
45536,47315,shared_space,0.06
23111,41724,shared_space,0.1
33724,40846,close_contact,0.07
6418,48065,close_contact,0.12
32325,13158,close_contact,0.17
13821,49995,close_contact,0.14
29305,42658,close_contact,0.24
23365,14024,close_contact,0.2
9271,31975,shared_space,0.19
27747,8999,shared_space,0.17
28217,22648,shared_space,0.16
39308,13431,shared_space,0.1
27820,5799,shared_space,0.08
41936,16411,close_contact,0.21
44703,14422,close_contact,0.17
43463,36593,shared_space,0.2
32745,36528,shared_space,0.16
3768,24000,close_contact,0.21
18186,49064,close_contact,0.13
48806,2354,shared_space,0.18
10624,21869,close_contact,0.13
13681,23666,shared_space,0.23
46544,31056,shared_space,0.16
31475,25487,shared_space,0.18
8601,42837,shared_space,0.16
32398,5329,shared_space,0.25
49506,38318,close_contact,0.17
1249,28049,shared_space,0.18
11348,3551,shared_space,0.14
48422,31460,shared_space,0.19
22273,5087,shared_space,0.24
32888,15918,shared_space,0.12
11487,14547,close_contact,0.15
11552,34556,close_contact,0.18
49513,37519,shared_space,0.2
34569,4427,close_contact,0.1
25502,33758,shared_space,0.22
34959,5709,close_contact,0.11
35387,1915,shared_space,0.15
15243,14776,close_contact,0.22
24625,18355,close_contact,0.12
8660,24382,shared_space,0.21
25710,8712,close_contact,0.14
9491,39473,close_contact,0.17
45597,35122,shared_space,0.07
47186,32169,shared_space,0.18
32171,26368,close_contact,0.13
19930,44784,close_contact,0.13
45928,4487,shared_space,0.13
34890,14940,shared_space,0.08
10418,31157,shared_space,0.11
30561,45964,close_contact,0.19
9440,17678,shared_space,0.1
2361,25298,close_contact,0.17
1536,38354,shared_space,0.25
47471,16862,close_contact,0.2
22901,27822,shared_space,0.16
10047,48702,close_contact,0.14
34472,32280,shared_space,0.19
47592,35487,close_contact,0.07
41347,42807,shared_space,0.11
14466,44233,shared_space,0.07
17054,38456,shared_space,0.19
1408,13139,shared_space,0.09
40553,25396,shared_space,0.15
41563,23896,close_contact,0.08
41,45331,shared_space,0.07
1827,7703,shared_space,0.23
14339,11697,shared_space,0.18
21386,18919,shared_space,0.17
43233,3780,shared_space,0.1
21552,22335,shared_space,0.08
37360,44900,close_contact,0.06
27402,7172,close_contact,0.06
18940,39743,close_contact,0.19
41651,60,close_contact,0.05
31451,36458,shared_space,0.09
5943,8791,shared_space,0.16
43347,48973,close_contact,0.23
35016,4498,shared_space,0.2
28133,34463,close_contact,0.18
26884,7553,close_contact,0.06
26301,23018,close_contact,0.15
41842,15988,close_contact,0.23
30710,21144,close_contact,0.13
44838,49952,shared_space,0.21
49965,23019,close_contact,0.15
38695,30076,close_contact,0.21
2610,33458,close_contact,0.16
42987,7857,close_contact,0.11
4224,22322,close_contact,0.06
13705,15143,shared_space,0.15
35407,7229,shared_space,0.2
23533,30250,shared_space,0.21
9989,12934,shared_space,0.25
44632,23322,shared_space,0.05
8746,48212,shared_space,0.14
2540,29953,close_contact,0.17
11735,15810,shared_space,0.06
18708,47078,shared_space,0.17
30182,29780,shared_space,0.22
43853,25466,shared_space,0.22
2653,6428,shared_space,0.14
38901,8574,close_contact,0.17
40555,20153,close_contact,0.23
4405,45850,close_contact,0.09
29383,25996,close_contact,0.14
33218,32700,close_contact,0.23
24282,34623,close_contact,0.17
45659,38837,close_contact,0.11
8578,20436,close_contact,0.24
20929,2300,close_contact,0.06
19110,43102,close_contact,0.09
39207,48866,shared_space,0.23
10086,22526,close_contact,0.14
22911,30866,shared_space,0.17
49349,39263,shared_space,0.07
37275,21924,shared_space,0.12
46223,27061,shared_space,0.2
7664,31216,close_contact,0.13
30580,46154,close_contact,0.21
13211,6383,close_contact,0.06
23510,6908,shared_space,0.22
38125,33619,shared_space,0.12
18433,5451,close_contact,0.1
14121,8734,close_contact,0.22
31110,9597,close_contact,0.05
47435,27963,shared_space,0.23
7426,29664,close_contact,0.21
17177,19156,close_contact,0.18
2079,18345,shared_space,0.24
20417,16757,shared_space,0.22
5077,22692,shared_space,0.23
42162,25072,close_contact,0.2
20460,26035,close_contact,0.08
39791,36845,close_contact,0.17
8294,48009,shared_space,0.06
3600,12241,shared_space,0.2
4966,16155,close_contact,0.1
14231,45278,shared_space,0.1
8880,48603,close_contact,0.12
17931,36857,close_contact,0.22
37226,22199,close_contact,0.09
17787,24905,close_contact,0.19
47814,1203,shared_space,0.06
8911,39122,close_contact,0.17
23104,5328,close_contact,0.18
22159,8897,close_contact,0.08
21793,25864,shared_space,0.06
14420,22835,close_contact,0.07
31258,33980,shared_space,0.16
4577,46520,close_contact,0.15
3802,2548,shared_space,0.07
13827,12439,shared_space,0.13
44433,20556,shared_space,0.14
38028,36431,shared_space,0.15
14765,21444,close_contact,0.2
39750,24668,close_contact,0.09
23962,47056,close_contact,0.1
28239,7870,close_contact,0.15
40444,3733,close_contact,0.1
12095,31643,close_contact,0.21
10070,31173,close_contact,0.05
13786,43187,close_contact,0.13
28055,6796,shared_space,0.08
44829,7169,close_contact,0.11
9929,24954,close_contact,0.05
46872,24464,close_contact,0.23
22005,7459,close_contact,0.2
17967,28305,shared_space,0.19
5358,1302,close_contact,0.19
16963,48970,shared_space,0.21
21443,24880,close_contact,0.14
49140,22968,shared_space,0.21
12770,45025,shared_space,0.23
28035,8002,close_contact,0.07
32137,8649,shared_space,0.17
14608,7534,close_contact,0.05
19067,27884,close_contact,0.24
18788,43367,close_contact,0.21
17151,46376,close_contact,0.22
24325,851,shared_space,0.19
32055,5246,shared_space,0.08
31620,1227,close_contact,0.07
45503,12161,close_contact,0.25
39692,31330,shared_space,0.25
274,4050,close_contact,0.08
35498,26402,close_contact,0.21
36283,48198,close_contact,0.07
17061,42384,shared_space,0.17
43339,11261,shared_space,0.06
42885,47794,close_contact,0.16
14933,12830,shared_space,0.19
22280,19471,close_contact,0.25
49097,18570,close_contact,0.1
1424,35926,close_contact,0.19
48841,16466,shared_space,0.08
25718,24550,close_contact,0.16
15837,38239,close_contact,0.22
47386,34632,close_contact,0.16
48057,25023,close_contact,0.2
30437,33389,close_contact,0.22
42275,9968,close_contact,0.17
39610,47010,close_contact,0.15
12103,42401,close_contact,0.08
1984,10784,shared_space,0.18
4575,414,shared_space,0.13
48061,7927,close_contact,0.11
20439,32915,shared_space,0.23
13076,11375,shared_space,0.23
38362,49076,close_contact,0.1
6867,11999,close_contact,0.13
39317,44464,close_contact,0.22
45052,30396,shared_space,0.08
17894,20539,close_contact,0.08
34509,3599,close_contact,0.07
44343,7754,close_contact,0.16
14829,40199,close_contact,0.23
38798,681,shared_space,0.2
11778,4515,shared_space,0.11
31398,45217,shared_space,0.22
32554,16724,shared_space,0.07
5341,20163,shared_space,0.07
34917,28909,shared_space,0.07
21718,48105,close_contact,0.12
15837,44782,shared_space,0.19
23799,47742,close_contact,0.13
8475,39856,shared_space,0.12
19107,7532,close_contact,0.13
20551,26552,close_contact,0.11
9454,29284,close_contact,0.17
36460,44014,shared_space,0.14
20311,2828,close_contact,0.12
13395,27945,shared_space,0.24
39110,27939,shared_space,0.09
19564,16601,shared_space,0.2
27842,30489,shared_space,0.25
9939,2995,shared_space,0.06
30622,4745,close_contact,0.17
40782,21697,shared_space,0.18
4939,23325,shared_space,0.23
49422,23405,shared_space,0.09
18177,36983,shared_space,0.23
15547,17253,close_contact,0.17
20754,21875,close_contact,0.19
21975,16908,close_contact,0.14
2766,15390,shared_space,0.17
24423,11965,shared_space,0.24
40395,23554,shared_space,0.13
31004,42669,shared_space,0.23
26676,28089,shared_space,0.22
18325,34986,close_contact,0.06
32727,40681,close_contact,0.13
22151,38299,close_contact,0.23
35300,40916,shared_space,0.25
31446,11977,close_contact,0.1
37794,27135,shared_space,0.09
3983,18685,shared_space,0.13
36282,29652,shared_space,0.21
11834,8037,shared_space,0.18
30923,46110,close_contact,0.22
46192,41329,shared_space,0.16
36424,24780,close_contact,0.11
14921,35178,close_contact,0.11
13060,45677,close_contact,0.19
28114,36126,close_contact,0.09
755,47303,close_contact,0.1
11508,30123,shared_space,0.25
20978,582,shared_space,0.11
43442,8336,close_contact,0.05
28030,34205,shared_space,0.2
337,10215,close_contact,0.2
33801,32810,close_contact,0.13
32533,40751,close_contact,0.21
33459,38064,shared_space,0.09
8890,31783,close_contact,0.24
43766,38736,shared_space,0.16
27827,17585,shared_space,0.06
13025,38207,shared_space,0.1
16601,27419,shared_space,0.16
33139,41511,shared_space,0.17
28096,31859,close_contact,0.2
40544,18723,close_contact,0.18
9830,17361,shared_space,0.05
22717,48799,shared_space,0.18
22843,6655,close_contact,0.1
5635,3090,shared_space,0.22
41822,25638,close_contact,0.15
18638,17869,shared_space,0.08
26525,22776,shared_space,0.14
41115,24738,shared_space,0.15
44487,13662,shared_space,0.21
1312,21780,shared_space,0.06
9435,34462,shared_space,0.23
40562,30672,close_contact,0.17
2326,42466,close_contact,0.14
7928,7385,close_contact,0.12
862,9237,shared_space,0.12
44797,27706,shared_space,0.21
5769,35499,shared_space,0.24
45506,3757,close_contact,0.08
45299,15802,close_contact,0.18
18953,37091,close_contact,0.14
45081,45931,close_contact,0.19
26596,252,close_contact,0.12
13831,40694,close_contact,0.24
20121,46773,shared_space,0.23
30373,18219,shared_space,0.16
35346,369,close_contact,0.08
43313,26171,close_contact,0.13
5248,45072,close_contact,0.24
4746,41004,close_contact,0.14
36485,9173,close_contact,0.11
2290,7992,shared_space,0.08
1198,802,shared_space,0.09
32043,5661,shared_space,0.11
43749,657,close_contact,0.18
23111,14460,shared_space,0.14
28395,45651,shared_space,0.24
41959,13256,shared_space,0.18
16664,44495,close_contact,0.1
21294,19518,shared_space,0.14
11180,47035,close_contact,0.21
1739,32411,close_contact,0.17
41090,7711,shared_space,0.14
35475,39204,close_contact,0.15
2491,18411,close_contact,0.17
15638,3298,shared_space,0.09
34878,23979,shared_space,0.12
24095,22464,shared_space,0.18
24385,44733,shared_space,0.23
43550,10434,shared_space,0.18
5748,39092,close_contact,0.14
14814,3556,close_contact,0.22
14869,4825,close_contact,0.18
26326,10169,shared_space,0.13
11920,32088,close_contact,0.08
40866,42084,shared_space,0.14
1330,37036,shared_space,0.25
48931,19228,close_contact,0.16
19393,34784,shared_space,0.17
28184,29519,shared_space,0.24
27990,24155,close_contact,0.1
17826,36738,shared_space,0.13
9544,17795,shared_space,0.15
9233,2478,shared_space,0.21
5108,9390,shared_space,0.17
43928,38410,close_contact,0.12
22863,1348,close_contact,0.16
3272,16939,shared_space,0.24
21064,38239,shared_space,0.14
3829,9727,shared_space,0.09
49424,23376,close_contact,0.18
26144,42214,close_contact,0.11
31576,25785,close_contact,0.16
10958,7491,close_contact,0.21
7763,44184,close_contact,0.23
16288,20625,shared_space,0.08
5971,13315,close_contact,0.19
9738,41265,shared_space,0.06
26298,44903,close_contact,0.24
22813,4830,shared_space,0.19
7707,20790,shared_space,0.18
18247,13135,close_contact,0.15
28634,24014,shared_space,0.09
3009,15213,shared_space,0.12
37517,14963,close_contact,0.06
7721,35125,shared_space,0.15
7745,19492,close_contact,0.09
21136,47131,shared_space,0.18
17333,33761,close_contact,0.16
21711,15449,close_contact,0.22
47074,19415,close_contact,0.17
17423,21464,close_contact,0.09
35595,32914,shared_space,0.24
30604,31460,close_contact,0.2
22508,33689,shared_space,0.12
34899,15080,shared_space,0.13
14485,44198,close_contact,0.17
2949,44987,shared_space,0.13
9663,10955,close_contact,0.06
8300,19785,shared_space,0.12
12182,30110,close_contact,0.05
44133,30551,close_contact,0.22
22784,29192,close_contact,0.2
29587,30699,close_contact,0.08
48110,45395,close_contact,0.1
30264,44017,close_contact,0.16
14901,44877,close_contact,0.24
38362,14771,close_contact,0.1
2571,28302,shared_space,0.07
1842,23088,shared_space,0.09
22076,39944,close_contact,0.13
11626,10935,shared_space,0.19
58,44009,close_contact,0.23
31123,12015,shared_space,0.06
26512,39790,shared_space,0.21
3378,44101,shared_space,0.11
1923,31955,close_contact,0.07
41053,32192,shared_space,0.22
38636,47191,close_contact,0.17
36346,35037,shared_space,0.19
37867,21901,close_contact,0.24
550,11984,shared_space,0.12
15026,3938,shared_space,0.24
41421,10425,close_contact,0.19
12247,11733,shared_space,0.18
44730,17387,shared_space,0.15
29784,37291,close_contact,0.09
38239,1877,close_contact,0.2
42968,24673,close_contact,0.22
16855,29754,close_contact,0.1
42208,18312,close_contact,0.08
10700,40564,close_contact,0.18
40597,41984,close_contact,0.06
24495,12248,shared_space,0.11
38022,17659,close_contact,0.21
10553,15941,shared_space,0.1
40460,41843,close_contact,0.1
35953,22805,close_contact,0.12
343,49742,close_contact,0.13
23933,33126,shared_space,0.19
22844,6472,close_contact,0.19
5272,46268,close_contact,0.14
39177,6516,shared_space,0.09
11663,36419,shared_space,0.1
22759,44060,close_contact,0.09
39508,26926,shared_space,0.17
26090,37607,shared_space,0.05
34309,48781,close_contact,0.08
5215,5442,close_contact,0.23
20826,43226,close_contact,0.19
38118,14078,close_contact,0.17
41377,39077,shared_space,0.15
27864,14173,shared_space,0.09
47523,15193,close_contact,0.15
18299,31047,shared_space,0.1
33650,43678,shared_space,0.12
34086,46922,close_contact,0.06
37686,17444,shared_space,0.13
1040,4890,shared_space,0.05
18428,45591,close_contact,0.08
35522,26126,shared_space,0.21
2910,31228,close_contact,0.22
26035,6269,close_contact,0.12
23707,5919,shared_space,0.19
22157,32534,shared_space,0.14
47493,46520,shared_space,0.25
11371,40446,shared_space,0.12
45478,1209,shared_space,0.05
47085,21534,close_contact,0.1
7834,29071,shared_space,0.14
1110,21928,shared_space,0.2
16218,48114,shared_space,0.13
8797,45477,close_contact,0.23
48412,26335,close_contact,0.09
14402,1803,shared_space,0.14
5839,39956,shared_space,0.13
25299,17891,shared_space,0.06
37380,25305,shared_space,0.13
13505,26164,shared_space,0.12
20346,42392,close_contact,0.08
3107,14600,shared_space,0.1
31593,19845,close_contact,0.13
44480,11329,shared_space,0.2
37572,49424,shared_space,0.09
13335,48022,close_contact,0.1
46936,18049,shared_space,0.23
31867,4600,close_contact,0.13
46899,39833,shared_space,0.23
10723,28274,shared_space,0.24
14058,9931,close_contact,0.19
40429,39925,close_contact,0.24
46949,43473,shared_space,0.24
1698,7901,shared_space,0.21
1515,31562,close_contact,0.16
44879,1978,shared_space,0.14
36042,28495,shared_space,0.15
1583,15292,shared_space,0.1
45261,44227,shared_space,0.06
46020,45967,close_contact,0.2
26593,22335,close_contact,0.12
6971,28901,close_contact,0.07
20820,20767,shared_space,0.21
1312,48550,close_contact,0.25
4918,37993,shared_space,0.09
18129,33453,shared_space,0.15
30144,7512,shared_space,0.22
40540,6980,close_contact,0.08
39059,14436,close_contact,0.14
48726,46424,shared_space,0.08
25607,49842,close_contact,0.08
27570,12702,shared_space,0.24
30333,27654,shared_space,0.22
16227,32300,close_contact,0.24
35526,31336,close_contact,0.2
22391,37637,shared_space,0.23
40737,15368,close_contact,0.16
21417,47271,close_contact,0.23
22142,40222,shared_space,0.16
29634,25483,close_contact,0.12
43196,660,close_contact,0.07
26288,35253,shared_space,0.08
23782,30392,shared_space,0.19
35703,14881,close_contact,0.09
9989,38439,close_contact,0.07
27098,14901,shared_space,0.06
41886,17260,close_contact,0.16
48071,38056,shared_space,0.07
48017,34772,shared_space,0.21
43393,15412,shared_space,0.14
22403,35741,close_contact,0.08
13097,41925,shared_space,0.2
34044,18430,close_contact,0.2
21540,198,shared_space,0.06
34690,24081,close_contact,0.19
14250,30568,shared_space,0.09
20929,7109,close_contact,0.17
7004,23068,close_contact,0.19
12351,13149,close_contact,0.23
12606,28850,close_contact,0.24
13570,46292,close_contact,0.17
22567,15361,shared_space,0.09
12656,12629,close_contact,0.22
47706,47797,shared_space,0.1
26781,37716,shared_space,0.13
11344,22486,close_contact,0.1
40850,19063,shared_space,0.18
18736,24663,close_contact,0.25
27055,35633,close_contact,0.09
26390,10051,close_contact,0.06
23836,8791,close_contact,0.14
23723,41068,shared_space,0.13
38263,4951,shared_space,0.16
2098,43369,shared_space,0.16
16352,3784,close_contact,0.07
22232,16397,close_contact,0.2
3795,13440,close_contact,0.2
2437,35805,close_contact,0.1
46202,27877,shared_space,0.2
46471,36207,shared_space,0.17
9957,37983,shared_space,0.24
11805,9236,close_contact,0.17
42776,65,close_contact,0.16
11345,10542,shared_space,0.1
11691,46556,close_contact,0.12
34806,1392,shared_space,0.08
26225,13755,shared_space,0.21
34399,519,close_contact,0.2
18435,21482,close_contact,0.12
34644,36964,close_contact,0.12
15063,39883,shared_space,0.22
39,12816,close_contact,0.13
20311,49381,shared_space,0.08
26648,27366,close_contact,0.1
38701,19995,shared_space,0.25
29374,23072,close_contact,0.09
31908,40716,close_contact,0.13
15962,10892,close_contact,0.11
33968,11847,close_contact,0.13
12834,37304,shared_space,0.05
49213,18594,close_contact,0.06
10318,49290,shared_space,0.16
8248,32087,close_contact,0.19
45384,42978,close_contact,0.17
43288,20105,shared_space,0.08
12336,6216,close_contact,0.23
34058,632,shared_space,0.07
7022,47208,close_contact,0.07
41986,15771,close_contact,0.1
27285,31058,shared_space,0.21
29038,22326,shared_space,0.12
38435,4692,close_contact,0.1
29211,33399,close_contact,0.17
11752,46312,shared_space,0.18
47641,37804,close_contact,0.13
22675,46649,close_contact,0.19
27373,11735,close_contact,0.21
45787,10933,shared_space,0.06
33190,18479,close_contact,0.05
16841,11961,shared_space,0.18
36524,21093,close_contact,0.18
19026,13971,shared_space,0.14
37176,17963,close_contact,0.2
42506,31422,shared_space,0.24
43433,23279,close_contact,0.1
41752,35532,shared_space,0.05
20622,15516,shared_space,0.08
45448,13750,close_contact,0.22
184,11427,shared_space,0.12
49437,30562,shared_space,0.08
42250,37768,shared_space,0.17
20253,36867,shared_space,0.16
27601,17643,shared_space,0.22
39509,30750,close_contact,0.07
31704,5657,shared_space,0.19
43998,45212,close_contact,0.19
31756,36238,close_contact,0.11
36097,137,shared_space,0.14
22370,22961,shared_space,0.1
46071,21598,close_contact,0.2
25712,10458,close_contact,0.09
27899,2363,close_contact,0.06
19205,48626,shared_space,0.17
48965,13865,shared_space,0.19
9509,32560,close_contact,0.22
38683,21895,shared_space,0.2
36025,20753,shared_space,0.17
8082,26780,shared_space,0.24
12887,11839,shared_space,0.21
34139,20607,shared_space,0.1
38618,285,shared_space,0.21
10196,19549,shared_space,0.13
42964,19997,close_contact,0.19
15750,25333,shared_space,0.23
17122,43857,close_contact,0.09
41307,38642,close_contact,0.11
13833,48987,shared_space,0.22
14277,48990,close_contact,0.13
21134,7753,close_contact,0.18
37304,12175,shared_space,0.24
23353,7829,close_contact,0.17
12308,48164,close_contact,0.1
31713,23413,close_contact,0.09
18113,39223,shared_space,0.08
19178,28832,shared_space,0.17
28144,3418,close_contact,0.25
36601,14271,shared_space,0.15
16409,13532,shared_space,0.19
35219,25933,close_contact,0.12
35681,48110,shared_space,0.08
8779,32990,close_contact,0.17
19714,18000,close_contact,0.2
9860,29482,shared_space,0.18
23363,17516,close_contact,0.21
48253,34007,close_contact,0.13
49371,39983,close_contact,0.13
45265,9712,shared_space,0.06
7548,48170,shared_space,0.13
23063,11431,close_contact,0.25
46692,29593,close_contact,0.22
37172,39591,close_contact,0.06
23269,47595,shared_space,0.14
46623,37296,shared_space,0.21
17761,37031,close_contact,0.2
17735,5091,close_contact,0.16
1016,8771,close_contact,0.16
6132,43010,close_contact,0.2
3411,36531,close_contact,0.23
30852,30697,close_contact,0.12
31872,20110,close_contact,0.24
6964,43290,shared_space,0.25
35124,2840,shared_space,0.18
12367,6607,close_contact,0.12
48762,13199,close_contact,0.24
36586,41814,close_contact,0.2
31570,19513,shared_space,0.15
30926,15983,shared_space,0.07
43108,1733,shared_space,0.13
18113,1742,close_contact,0.17
41203,49598,close_contact,0.05
14918,4302,close_contact,0.14
30910,31808,close_contact,0.06
34081,14717,close_contact,0.14
29263,19780,close_contact,0.18
30171,20655,close_contact,0.11
1423,9087,shared_space,0.2
16926,34229,shared_space,0.21
39272,5641,close_contact,0.14
17626,3006,close_contact,0.2
36838,3495,close_contact,0.17
17638,26031,close_contact,0.07
23081,40359,close_contact,0.2
378,12656,shared_space,0.15
12517,25829,shared_space,0.23
5652,22487,close_contact,0.05
18799,28355,close_contact,0.21
31308,20613,close_contact,0.11
33562,36497,shared_space,0.12
24283,9092,close_contact,0.06
16900,33109,shared_space,0.14
48118,31023,close_contact,0.09
34358,27410,shared_space,0.07
24804,4889,close_contact,0.09
26899,13788,shared_space,0.08
32417,34011,shared_space,0.09
28644,7873,shared_space,0.09
29607,17846,close_contact,0.17
31833,6935,close_contact,0.17
18865,2411,close_contact,0.23
28672,45866,close_contact,0.18
28076,24359,close_contact,0.05
19379,46441,close_contact,0.15
1409,18013,close_contact,0.22
28472,28529,close_contact,0.21
5292,49789,shared_space,0.16
48168,6337,shared_space,0.15
12734,13298,shared_space,0.1
26125,20330,close_contact,0.13
29405,3559,shared_space,0.21
48767,29717,shared_space,0.16
9602,9289,close_contact,0.25
17179,11338,shared_space,0.22
21832,22437,close_contact,0.11
32110,32657,close_contact,0.11
46169,41861,shared_space,0.13
25593,37457,close_contact,0.19
4547,36459,close_contact,0.19
40344,11487,shared_space,0.25
17940,684,shared_space,0.17
4345,25470,shared_space,0.17
38822,2164,close_contact,0.08
